168|20190401|0|0|10.1
13204|20190401|1|0|9.95
22811|20190401|2|0|10.016666666666667
30508|20190401|3|0|10.0
38233|20190401|4|0|10.083333333333334
48171|20190401|5|0|10.566666666666666
65352|20190401|6|0|12.416666666666666
92676|20190401|7|0|16.683333333333334
127593|20190401|8|0|18.45
165003|20190401|9|0|17.45
202355|20190401|10|0|16.816666666666666
241831|20190401|11|0|17.6
282578|20190401|12|0|16.85
322268|20190401|13|0|15.583333333333334
362672|20190401|14|0|15.383333333333333
403530|20190401|15|0|15.866666666666667
444248|20190401|16|0|16.566666666666666
484084|20190401|17|0|17.816666666666666
522439|20190401|18|0|20.016666666666666
558264|20190401|19|0|21.15
589062|20190401|20|0|19.166666666666668
614986|20190401|21|0|16.75
637596|20190401|22|0|15.116666666666667
656665|20190401|23|0|13.866666666666667
672596|20190402|0|1|10.216666666666667
686907|20190402|1|1|10.183333333333334
698321|20190402|2|1|10.166666666666666
708340|20190402|3|1|10.066666666666666
718190|20190402|4|1|10.133333333333333
730635|20190402|5|1|10.316666666666666
750298|20190402|6|1|10.95
781251|20190402|7|1|12.466666666666667
820155|20190402|8|1|14.866666666666667
861769|20190402|9|1|15.55
905707|20190402|10|1|17.133333333333333
952852|20190402|11|1|18.516666666666666
1000211|20190402|12|1|23.066666666666666
1046598|20190402|13|1|20.816666666666666
1093591|20190402|14|1|19.3
1141163|20190402|15|1|17.333333333333332
1188123|20190402|16|1|16.066666666666666
1234310|20190402|17|1|15.616666666666667
1279642|20190402|18|1|19.483333333333334
1322242|20190402|19|1|18.733333333333334
1358435|20190402|20|1|16.733333333333334
1388688|20190402|21|1|15.1
1414582|20190402|22|1|13.9
1436525|20190402|23|1|12.933333333333334
1455497|20190403|0|2|10.266666666666667
1471946|20190403|1|2|10.133333333333333
1485230|20190403|2|2|10.116666666666667
1496652|20190403|3|2|10.0
1508213|20190403|4|2|10.116666666666667
1522687|20190403|5|2|10.3
1545498|20190403|6|2|10.883333333333333
1581144|20190403|7|2|12.516666666666667
1626051|20190403|8|2|14.283333333333333
1674190|20190403|9|2|16.25
1725214|20190403|10|2|16.816666666666666
1779125|20190403|11|2|18.583333333333332
1832517|20190403|12|2|19.4
1878406|20190403|13|2|17.533333333333335
1925024|20190403|14|2|16.316666666666666
1972720|20190403|15|2|15.45
2020106|20190403|16|2|14.866666666666667
2066410|20190403|17|2|16.716666666666665
2111079|20190403|18|2|19.566666666666666
2153179|20190403|19|2|21.433333333333334
2189562|20190403|20|2|18.7
2219629|20190403|21|2|16.466666666666665
2245430|20190403|22|2|14.8
2267050|20190403|23|2|13.45
2283993|20190404|0|3|9.816666666666666
2298625|20190404|1|3|9.8
2310194|20190404|2|3|9.816666666666666
2319899|20190404|3|3|9.8
2330626|20190404|4|3|9.933333333333334
2344114|20190404|5|3|10.183333333333334
2366767|20190404|6|3|11.0
2403010|20190404|7|3|11.7
2447310|20190404|8|3|14.383333333333333
2494510|20190404|9|3|16.016666666666666
2543051|20190404|10|3|17.85
2594927|20190404|11|3|19.7
2647796|20190404|12|3|21.2
2701423|20190404|13|3|19.783333333333335
2749559|20190404|14|3|18.316666666666666
2798356|20190404|15|3|17.0
2847296|20190404|16|3|16.216666666666665
2895583|20190404|17|3|16.55
2943832|20190404|18|3|20.166666666666668
2987625|20190404|19|3|21.316666666666666
3026106|20190404|20|3|19.05
3057698|20190404|21|3|16.833333333333332
3086167|20190404|22|3|15.083333333333334
3108235|20190404|23|3|13.75
3130187|20190405|0|4|9.983333333333333
3148157|20190405|1|4|9.966666666666667
3161537|20190405|2|4|9.866666666666667
3174115|20190405|3|4|10.033333333333333
3186842|20190405|4|4|9.966666666666667
3202549|20190405|5|4|10.133333333333333
3225970|20190405|6|4|10.766666666666667
3263124|20190405|7|4|12.816666666666666
3309112|20190405|8|4|15.25
3358506|20190405|9|4|16.3
3410820|20190405|10|4|17.216666666666665
3465230|20190405|11|4|18.4
3515150|20190405|12|4|19.366666666666667
3563555|20190405|13|4|19.75
3612629|20190405|14|4|22.433333333333334
3663013|20190405|15|4|22.516666666666666
3713832|20190405|16|4|25.1
3764158|20190405|17|4|25.316666666666666
3813637|20190405|18|4|25.016666666666666
3861640|20190405|19|4|26.716666666666665
3905883|20190405|20|4|28.816666666666666
3945900|20190405|21|4|25.333333333333332
3980748|20190405|22|4|21.166666666666668
4009442|20190405|23|4|18.166666666666668
4033380|20190406|0|5|10.266666666666667
4053796|20190406|1|5|10.216666666666667
